Baudrate: 115200
Update Rate: 0
File Name: default_logger
Data Port: /dev/ttyAMA0
Timeout: 5

08_11_2016::16_40_41_119,0,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*69
08_11_2016::16_40_41_128,$GPGGA,193709.149,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*64
08_11_2016::16_40_41_217,$GPGGA,193709.199,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*69
08_11_2016::16_40_41_228,$GPGGA,193709.250,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6F
08_11_2016::16_40_41_318,$GPGGA,193709.300,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6B
08_11_2016::16_40_41_329,$GPGGA,193709.349,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*66
08_11_2016::16_40_41_417,$GPGGA,193709.399,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6B
08_11_2016::16_40_41_428,$GPGGA,193709.450,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*69
08_11_2016::16_40_41_517,$GPGGA,193709.500,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6D
08_11_2016::16_40_41_528,$GPGGA,193709.550,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*68
08_11_2016::16_40_41_617,$GPGGA,193709.600,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6E
08_11_2016::16_40_41_628,$GPGGA,193709.649,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*63
08_11_2016::16_40_41_717,$GPGGA,193709.699,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6E
08_11_2016::16_40_41_728,$GPGGA,193709.750,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6A
08_11_2016::16_40_41_817,$GPGGA,193709.800,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*60
08_11_2016::16_40_41_828,$GPGGA,193709.849,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6D
08_11_2016::16_40_41_917,$GPGGA,193709.899,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*60
08_11_2016::16_40_41_928,$GPGGA,193709.950,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*64
08_11_2016::16_40_42_017,$GPGGA,193710.000,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*60
08_11_2016::16_40_42_028,$GPGGA,193710.050,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*65
08_11_2016::16_40_42_117,$GPGGA,193710.100,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*61
08_11_2016::16_40_42_128,$GPGGA,193710.149,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6C
08_11_2016::16_40_42_217,$GPGGA,193710.199,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*61
08_11_2016::16_40_42_228,$GPGGA,193710.250,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*67
08_11_2016::16_40_42_318,$GPGGA,193710.300,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*63
08_11_2016::16_40_42_329,$GPGGA,193710.349,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6E
08_11_2016::16_40_42_417,$GPGGA,193710.399,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*63
08_11_2016::16_40_42_428,$GPGGA,193710.450,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*61
08_11_2016::16_40_42_517,$GPGGA,193710.500,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*65
08_11_2016::16_40_42_528,$GPGGA,193710.550,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*60
08_11_2016::16_40_42_617,$GPGGA,193710.600,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*66
08_11_2016::16_40_42_628,$GPGGA,193710.649,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6B
08_11_2016::16_40_42_717,$GPGGA,193710.699,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*66
08_11_2016::16_40_42_728,$GPGGA,193710.750,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*62
08_11_2016::16_40_42_817,$GPGGA,193710.800,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*68
08_11_2016::16_40_42_828,$GPGGA,193710.849,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*65
08_11_2016::16_40_42_917,$GPGGA,193710.899,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*68
08_11_2016::16_40_42_928,$GPGGA,193710.950,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*6C
08_11_2016::16_40_43_017,$GPGGA,193711.000,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*61
08_11_2016::16_40_43_028,$GPGGA,193711.050,0000.0000,N,00000.0000,E,0,00,0.0,0.0,M,0.0,M,,0000*64
08_11_2016::16_40_43_118,$GPGGA,193711.100,0000.0000,N,000
